Serie B Girone A classifica marcatori in base ai punti segnati
n°,Giocatore,Squadra,Ruolo,Anno,Cm ,P.S.,P.G,Media
59,Priuli Alessandro,Sangiorgese S. Giorgio L.,C,1986,200,237,30,"7,90"
60,Terrosi Gianni,US Empolese ASD,G,1989,191,236,29,"8,14"
61,Bruni Giovanni,Basket Cecina ASD,P/G,1981,183,235,20,"11,75"
62,Gorreri Francesco,Sangiorgese S. Giorgio L.,A,1995,188,225,30,"7,50"
63,Falconi Luca,Basket Rosmini Domodossola,G/A,1991,192,224,15,"14,93"
64,Toppo Fiorello ,Bottegone S. Angelo,C,1980,198,221,19,"11,63"
65,Divac Milos,Bottegone S. Angelo,C,1998,202,221,26,"8,50"
66,Matteucci Luca ,Robur Et Fides Varese,A,1994,200,221,30,"7,37"
67,Dagnello Andrea,Fulgor Omegna,G,1991,196,219,30,"7,30"
68,Malfatti Luca,ASD Basket Golfo Piombino,C,1990,202,216,30,"7,20"
69,Spatti Alessandro,Mamy Oleggio Basket,A,1995,204,210,26,"8,08"
70,Spera Andrea,Basket Cecina ASD,C,1996,200,208,29,"7,17"
71,Mazzucchelli Andrea,Fiorentina Basket Scandicci,P,1994,188,208,30,"6,93"
72,Hidalgo Penny,Basket Rosmini Domodossola,P,1996,175,208,30,"6,93"
73,Gaye Sam Serigne,Etrusca Basket San Miniato,A,1996,198,207,29,"7,14"
74,Mascagni Filippo,US Empolese ASD,G,1993,188,200,28,"7,14"
75,Fontana Edoardo,Bottegone S. Angelo,A,1998,188,199,27,"7,37"
76,Salvatori Leonardo,Basket Cecina ASD,A,1993,198,198,18,"11,00"
77,Franceschini Marco,ASD Basket Golfo Piombino,A/C,1988,205,198,30,"6,60"
78,Realini Maurizio,Basket Rosmini Domodossola,A,1983,190,196,27,"7,26"
79,Danna Andrea,Basket Cecina ASD,P,1990,180,194,30,"6,47"
80,Gigena Mario Alberto,Basket Cecina ASD, , , ,193,10,"19,30"
81,Simoncelli Alexander,Fulgor Omegna,p,1986,185,187,16,"11,69"
82,Nepi Alessandro,ASD Virtus Siena,G/A,1993,186,185,28,"6,61"
83,Bianchi Federico,ASD Virtus Siena,G/A,1990,190,184,30,"6,13"
84,Sabbadini Alessio ,Robur Et Fides Varese,A,1993,202,180,28,"6,43"
85,Pedroni Edoardo,ASD Basket Golfo Piombino,P,1998,190,178,30,"5,93"
86,Zita Andrea,Etrusca Basket San Miniato,P,1991,182,178,30,"5,93"
87,Angelucci Simone,Bottegone S. Angelo,A,1998,193,178,30,"5,93"
88,Petrosino Lorenzo,Mamy Oleggio Basket,C,1992,202,177,27,"6,56"
89,Colombo Stefano,Mamy Oleggio Basket,C,1995,200,176,28,"6,29"
90,Sesoldi Daniele,US Empolese ASD,A,1992,195,173,29,"5,97"
91,Bianchi Tommaso,Montecatini Terme Basketball,A,1996,192,173,30,"5,77"
92,Pagani Giordano,Robur Et Fides Varese,C,1998,205,172,30,"5,73"
93,De Leone matteo,Fiorentina Basket Scandicci,C,1997,197,172,30,"5,73"
94,Bonelli Francesco,ASD Virtus Siena,P/G,1988,186,169,28,"6,04"
95,Tabbi Alessandro,Montecatini Terme Basketball,A/C,1994,205,167,30,"5,57"
96,Castelletta Giulio ,Robur Et Fides Varese,A/C,1992,206,166,30,"5,53"
97,Gurini Giacomo,Fulgor Omegna,G/A,1986,191,165,18,"9,17"
98,Gay Flavio,Valsesia Basket Borgosesia,P/G,1988,185,165,26,"6,35"
99,Filippi Andrea,AS Pino Dragons Firenze,A,1997,197,165,28,"5,89"
100,Marconato Roberto,Bottegone S. Angelo,A,1978,203,164,27,"6,07"
101,Jovancic Marko,ASD Basket Golfo Piombino,A,1993,196,164,29,"5,66"
102,Marusic Andrea,US Empolese ASD,A,1989,200,160,29,"5,52"
103,Maruca Matteo ,Robur Et Fides Varese,G,1997,186,159,28,"5,68"
104,Agbonan Allen,Pall. Moncalieri S. Mauro,P,1997,182,158,30,"5,27"
105,Serroni Antonio,Basket Rosmini Domodossola,G,1987,194,157,12,"13,08"
106,Di Bonaventura Giorgio,Pall. Moncalieri S. Mauro,G,1997,192,156,30,"5,20"
107,Caversazio Edoardo,Valsesia Basket Borgosesia,A,1996,200,153,29,"5,28"
108,Perin Sebastiano,Etrusca Basket San Miniato,G,1996,187,153,30,"5,10"
109,D'Andrea Daniele,Basket Rosmini Domodossola,A,1996,205,151,28,"5,39"
110,Lucarelli Jacopo,Fiorentina Basket Scandicci,A,1994,197,146,13,"11,23"
111,Rossi Filippo,Sangiorgese S. Giorgio L.,P,1997,190,146,29,"5,03"
112,Fratto Francesco,Fulgor Omegna,A,1991,200,137,28,"4,89"
113,Motta Matteo,Fiorentina Basket Scandicci,G,1992,193,135,17,"7,94"
114,Visentin Vittorio,Valsesia Basket Borgosesia,A/C,1995,205,132,29,"4,55"
115,Cuccarese Fabio,Sangiorgese S. Giorgio L.,A,1996,198,132,30,"4,40"
116,Avanzini Patrik,Basket Rosmini Domodossola,A,1996,185,130,29,"4,48"
117,Tassone Maurizio,Pall. Moncalieri S. Mauro,G,1990,195,130,30,"4,33"
118,Longobardi Andrea,Fiorentina Basket Scandicci,A,1994,198,125,13,"9,62"
119,Benites Alberto,Etrusca Basket San Miniato,P,1997,182,125,30,"4,17"
120,Imbrò Gerlando,ASD Virtus Siena,G,1992,188,123,16,"7,69"
121,Di Giacomo Emanuele,AS Pino Dragons Firenze,C,1994,199,123,26,"4,73"
122,Villa Francesco,Fulgor Omegna,P,1997,183,121,30,"4,03"
123,Galli Francesco,Bottegone S. Angelo,P/G,1998,188,118,27,"4,37"
124,Cattapan Riccardo,Pall. Moncalieri S. Mauro,C,1997,212,115,27,"4,26"
125,Marmugi Luca,AS Pino Dragons Firenze,A,1984,198,109,12,"9,08"
126,Stanzani Silvio,Montecatini Terme Basketball,A/C,1996,207,107,12,"8,92"
127,Moalli Luca,Robur Et Fides Varese,P,1997,180,103,30,"3,43"
128,Valentini Jacopo,Fiorentina Basket Scandicci,A,1986,193,101,14,"7,21"
129,Zaccariello Leonardo,Basket Cecina ASD,G,1982,190,101,18,"5,61"
130,Caroli Matteo,Montecatini Terme Basketball,G/A,1995,192,101,25,"4,04"
131,Ghizzani Alessandro,US Empolese ASD,A,1980,191,99,29,"3,41"
132,Grassi Jacopo,Etrusca Basket San Miniato,P/G,1995,193,99,30,"3,30"
133,Rovera Filippo ,Robur Et Fides Varese,G/A,1986,190,89,17,"5,24"
134,Treier Kaspar,Pall. Moncalieri S. Mauro,A,1999,199,85,27,"3,15"
135,Foti Fabrizio,Basket Rosmini Domodossola,P,1978,174,84,15,"5,60"
136,Toso Francesco,Sangiorgese S. Giorgio L.,A,1996,200,83,24,"3,46"
137,Petricca Francesco,Basket Rosmini Domodossola,A,1985,196,78,24,"3,25"
138,Mirone Gabriele,ASD Virtus Siena,C,1992,205,74,24,"3,08"
139,Marotta Vieri,AS Pino Dragons Firenze,P,1994,180,71,30,"2,37"
140,Biancani Giuliano,Basket Cecina ASD,P,1984,185,69,18,"3,83"
141,Innocenti Silvio ,Robur Et Fides Varese,A,1996,196,68,30,"2,27"
142,Lo Biondo Matteo,Mamy Oleggio Basket,A,1997,200,63,23,"2,74"
143,Scali Andrea,US Empolese ASD,A,1994,194,63,27,"2,33"
144,Del Frate Andrea,Montecatini Terme Basketball,P/G,2000,180,62,29,"2,14"
145,Paci Alessio,Bottegone S. Angelo,P/G,1985,185,59,7,"8,43"
146,Orsini Simone,Basket Rosmini Domodossola,P/G,1996,188,59,22,"2,68"
147,Nuclich Simone,Sangiorgese S. Giorgio L.,G,1998,185,59,30,"1,97"
148,Perez Daniel Alexander,Fulgor Omegna, , , ,58,11,"5,27"
149,Marengo Fernando Luis,Fiorentina Basket Scandicci,G,1992,192,53,11,"4,82"
150,Berni Lorenzo,US Empolese ASD,P,1993,185,53,27,"1,96"
151,Turini Lorenzo,Basket Cecina ASD,A,1998,190,51,23,"2,22"
152,Goretti Niccolò,AS Pino Dragons Firenze,A,1995,195,50,22,"2,27"
153,Capozio Stefano,Etrusca Basket San Miniato,C,1998,197,50,29,"1,72"
154,Neri Matteo,ASD Virtus Siena,G/A,1998,190,48,20,"2,40"
155,Artioli Giorgio,Montecatini Terme Basketball,A,1995,200,47,8,"5,88"
156,Guerrieri Giacomo,ASD Basket Golfo Piombino,G/A,1992,193,43,22,"1,95"
157,Bianchi Andrea,Fulgor Omegna,C,1996,204,32,17,"1,88"
158,Bianchi Sebastiano,Fulgor Omegna,G/A,1992,195,30,6,"5,00"
159,Bevilacqua Mario,Fiorentina Basket Scandicci,A/C,1996,200,30,23,"1,30"
160,Ponzelletti Pietro,Sangiorgese S. Giorgio L.,G/A,1997,200,27,21,"1,29"
161,Zappia Francesco,AS Pino Dragons Firenze,A/C,1997,195,26,2,"13,00"
162,Calzavara Marco,Mamy Oleggio Basket,A,1998,193,22,27,"0,81"
163,Nwokeoye Obinna Raphael,Basket Cecina ASD,A,2002,198,20,8,"2,50"
164,Raffaelli Lorenzo,US Empolese ASD,P,1999,190,18,4,"4,50"
165,Cipriani Leonardo,Bottegone S. Angelo,G,2000,180,18,12,"1,50"
166,Cerutti Simone,Basket Rosmini Domodossola,PG,1988,180,18,19,"0,95"
167,Caruso Guglielmo,Pall. Moncalieri S. Mauro,A/C,1999,201,14,2,"7,00"
168,De Martino Amedeo,AS Pino Dragons Firenze,A,1997,195,14,4,"3,50"
169,Bertotti Cristian,Valsesia Basket Borgosesia,G,1997,190,14,11,"1,27"
170,Mugnaini Jacopo,ASD Virtus Siena,G,1995,186,14,12,"1,17"
171,Cometti Antonio,AS Pino Dragons Firenze,A/C,1997,202,10,14,"0,71"
172,Lepri Jacopo,Mamy Oleggio Basket,P,1995,181,9,2,"4,50"
173,Trentini Claudio ,Robur Et Fides Varese,A,1998,198,9,5,"1,80"
174,Biagi Pietro,Bottegone S. Angelo,P,1998,175,9,8,"1,13"
175,Luzza Angelo,Basket Rosmini Domodossola,P,1995, ,8,3,"2,67"
176,Padovano Michele,ASD Basket Golfo Piombino,A,1998,199,7,10,"0,70"
177,Costi Ciosimo,Fiorentina Basket Scandicci,G,2000,196,6,12,"0,50"
178,0,AS Pino Dragons Firenze, , , ,5,1,"5,00"
179,Dionisi Gianluca,AS Pino Dragons Firenze,A,1995,197,5,8,"0,63"
180,Di Pizzo Marco,Fiorentina Basket Scandicci,C,1998,203,4,3,"1,33"
181,Zampini Federico,Pall. Moncalieri S. Mauro,P/G,1999,189,4,3,"1,33"
182,Pappalardo Enrico,ASD Virtus Siena,A/C,1998,198,4,4,"1,00"
183,Converso Matteo,Bottegone S. Angelo,A/C,1998,207,4,5,"0,80"
184,Lorbis Fred,Fiorentina Basket Scandicci,P,2001,184,4,6,"0,67"
185,Agosti Giulio,Basket Cecina ASD,P,1999,178,3,2,"1,50"
186,Marotto Giulio,Mamy Oleggio Basket,G/A,1999,191,3,6,"0,50"
187,Guerrieri Giacomo,Basket Cecina ASD,G,1999,188,3,8,"0,38"
188,Pezzati Enrico,AS Pino Dragons Firenze,A,1997,198,2,1,"2,00"
189,Busnelli Matteo,Valsesia Basket Borgosesia,P,2000,178,2,3,"0,67"
190,Dushi Giulio,Sangiorgese S. Giorgio L.,C,1998,200,2,3,"0,67"
191,Merlo Lorenzo,AS Pino Dragons Firenze,G,197,186,2,5,"0,40"
192,Cenciarelli Giovanni,Fiorentina Basket Scandicci,G,1997,179,2,6,"0,33"
193,Ruggiero Fabio,Montecatini Terme Basketball,G,1999,182,1,1,"1,00"
 , , , , , , , , 
"Serie B  Girone A classifica marcatori in base alla
  media giornate  punti segnati"
n°,Giocatore,Squadra,Ruolo,Anno,Cm ,P.S.,P.G,Media
1,Gigena Mario Alberto,Basket Cecina ASD, , , ,193,10,"19,30"
2,Bolzonella Federico,Robur Et Fides Varese,P,1984,185,543,30,"18,10"
3,Sirakov Georgi,Fiorentina Basket Scandicci,G,1992,190,355,20,"17,75"
4,Bonfiglio Simone,ASD Basket Golfo Piombino,P,1988,181,524,30,"17,47"
5,Poltroneri Davide,Fiorentina Basket Scandicci,A,1985,196,495,30,"16,50"
6,Dri Filiberto,Mamy Oleggio Basket,G,1989,190,335,21,"15,95"
7,Benzoni Daniele,Sangiorgese S. Giorgio L.,A/C,1980,194,461,30,"15,37"
8,Gasparin Giovanni,Fulgor Omegna,G,1991,195,456,30,"15,20"
9,Stefanelli Francesco,Etrusca Basket San Miniato,P/G,1995,190,449,30,"14,97"
10,Falconi Luca,Basket Rosmini Domodossola,G/A,1991,192,224,15,"14,93"
11,Toscano Daniele,Bottegone S. Angelo,A,1993,196,437,30,"14,57"
12,Rugolo Giovanni,AS Pino Dragons Firenze,A/C,1981,193,304,21,"14,48"
13,Rizzitello Nelson,Montecatini Terme Basketball,A,1984,196,289,20,"14,45"
14,Mazzantini Saverio,Basket Cecina ASD,A,1995,193,412,29,"14,21"
15,Tomasini Simone,Sangiorgese S. Giorgio L.,G,1993,196,418,30,"13,93"
16,Bianconi Corrado,Basket Rosmini Domodossola,A,1994,202,384,28,"13,71"
17,Bei Michele,US Empolese ASD,C,1990,202,382,28,"13,64"
18,Circosta Valerio,Montecatini Terme Basketball,G,1987,187,405,30,"13,50"
19,Corral Diego,Fulgor Omegna,A,1986,205,276,21,"13,14"
20,Serroni Antonio,Basket Rosmini Domodossola,G,1987,194,157,12,"13,08"
,,,,,,,,
